CT	TF	RandomRatio	Training	AUPR	BP_Resolution	Total_GoldStandard_Bins	Precision_at_5%_Recall	Precision_at_10%_Recall	RandomAUPR	log2FC_AUPR_AUPR_Random
K562	MAX	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.7021161940477456	200	15438	0.9834502179907936	0.9735331067895544	0.013581945637026506	5.69194773557309
A549	BHLHE40	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.3183750087676926	200	539	0.675063418724133	0.6924337567194709	0.00047419799833898737	9.391021805891569
HepG2	ZNF207	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.0049536271842398	200	87	0.0033983380497621	0.0034721370700408	7.654030770963247e-05	6.016121782549243
K562	TCF7L2	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.0141202442687873	200	527	0.0277544854061383	0.0229468899705852	0.00046364071451696906	4.92861397417029
K562	ATF2	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.6540265454487281	200	9590	0.9897210210742334	0.966817776573659	0.008437029321096268	6.276470267128333
GM12878	IKZF1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.6367229604420436	200	19955	0.8990306418753563	0.8800396951805516	0.01755588322236455	5.180639305239263
GM12878	NFIC	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.4093489732629709	200	6886	0.7335074008240093	0.7314649702912129	0.006058121366534818	6.078316985586559
K562	MAZ	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.6298959637554622	200	9338	0.8859789969951064	0.8860873298988682	0.008215326360833884	6.260651867930244
MCF-7	RFX1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5763666384571163	200	6479	0.9939228514150448	0.9819972273068264	0.005700053490238032	6.6598675630779525
SK-N-SH	MAX	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5720548939440291	200	9609	0.8761840176929401	0.8334865502010246	0.008453745020481131	6.080419184462336
K562	NFXL1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.0467779837756667	200	1473	0.1963334889801795	0.1124081926957808	0.0012959065891527427	5.173796044489911
A549	NFE2L2	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.4966537402146005	200	1200	0.9686574074074076	0.917048611111111	0.0010557283822018272	8.877857860105754
MCF-7	GATAD2B	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.1409215758381152	200	1490	0.4035861661542066	0.2790449214357127	0.0013108627412339354	6.748232071859678
GM12878	MXI1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5384238965531564	200	5169	0.8223017315514108	0.7845371920104165	0.0045475500063343706	6.887509129128386
GM12878	FOXK2	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.1653932445217335	200	989	0.3713803896288197	0.2450742214251908	0.0008700961416646725	7.570509772565735
K562	CREM	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.6424070740867379	200	10258	0.9717394094495182	0.947365953344845	0.009024718120521953	6.1534620981130725
HepG2	TCF7L2	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.3035408233308561	200	821	0.7372907088824375	0.6591311679523616	0.0007222941681564167	8.715088320818873
GM12878	ARNT	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.334264150375601	200	3512	0.6318589728268371	0.5867502260734195	0.003089765065244014	6.757347679975803
K562	TBP	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5368339253707258	200	5999	0.8269989079346877	0.8251376397293316	0.005277762137357301	6.668405704181714
HepG2	TCF7	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.3957349419922595	200	3660	0.906527766561684	0.804934510114083	0.0032199715657155728	6.941342697034637
GM12878	TCF12	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.2568969981762652	200	3164	0.519689959705354	0.4832414662620045	0.0027836038344054843	6.528092322486605
MCF-7	MNT	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.0005785891751045	200	208	0.0002130769256745	0.0003104991414489	0.00018299291958165004	1.6607515035736
HepG2	ZKSCAN1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.2911448544691635	200	1445	0.8115297898948418	0.7061256687620638	0.0012712729269013668	7.83931951864154
K562	PKNOX1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5632906955036403	200	14658	0.9508420621945836	0.9221244988104994	0.012895722188595318	5.448915166608232
GM12878	ATF7	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.6083648041147066	200	10562	0.9724725045492554	0.9337897855510336	0.009292169310679749	6.0327774392128095
K562	MNT	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5826961320797835	200	9328	0.9413964649292028	0.8834596761772869	0.008206528624315536	6.1498278353626015
GM12878	CEBPB	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.3507053497270628	200	336	0.944991819827346	0.8474152930402931	0.00029560394701651156	10.212378189542688
K562	GATAD2B	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.2916656543363938	200	4550	0.6264424020867577	0.5652173913043478	0.004002970115848594	6.187100853282842
MCF-7	E2F8	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.1115940629268559	200	322	0.179223880700827	0.1642037189863276	0.0002832871158908236	8.621779570654798
Panc1	TCF7L2	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.3356248318871396	200	5705	0.6384487897121832	0.6064360855286075	0.005019108683717853	6.063274463697588
K562	ZNF24	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.3686785073773733	200	10542	0.8541410099012723	0.6884519854209515	0.009274573837643052	5.312938512668616
A549	MAZ	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.1666508474350701	200	604	0.3031338810018579	0.2215485684755562	0.000531383285708253	8.292860088794688
HepG2	YBX1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.1678877069083469	200	344	0.2861317161186848	0.3157767849024979	0.00030264213623119044	9.115668016683765
GM12878	PBX3	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.1855848011352972	200	581	0.5686779154432857	0.5134862204322655	0.0005111484917160513	8.504120383713484
K562	ZKSCAN1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.4036039727356641	200	4676	0.6734824318527529	0.6523043615310579	0.0041138215959797865	6.616317335064948
MCF-7	TCF12	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.2881993184175036	200	2360	0.5064377682403434	0.5108225108225108	0.00207626581833026	7.116931953752622
GM12878	RFX5	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.3644147994709647	200	1110	0.7240110026294237	0.6754563710391931	0.0009765487535366901	8.543673763672022
K562	ARNT	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.2508724565749298	200	1594	0.5986728630776211	0.4749261783670536	0.0014023592010247604	7.482954345582968
MCF-7	FOXA1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.4871218034152784	200	7105	0.954490755967132	0.9161934652963232	0.0062507917962866515	6.284099799473928
K562	FOXK2	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.4817998634779798	200	6813	0.8948025131415573	0.8195306917620838	0.005993897889950873	6.328795667763086
MCF-7	PKNOX1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5560037715889599	200	6229	0.9571320324918436	0.91083332500724	0.005480110077279317	6.664745986669261
MCF-7	TCF7L2	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.2300813403620261	200	3078	0.6111310048233893	0.4968444763244774	0.0027079433003476864	6.408802643565806
MCF-7	ZBTB40	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.4404770209506622	200	3505	0.9833313387168168	0.9334664891087706	0.00308360664968117	7.158304203310793
GM12878	MAZ	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5823900618435729	200	5596	0.8182549318473475	0.8032326916884737	0.004923213355667854	6.886241664222847
HepG2	RFX5	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.2968568936265912	200	1199	0.588259705284577	0.6073961274835629	0.0010548486085499922	8.136587846836814
HepG2	MAX	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5878505915314359	200	9016	0.8637715108311461	0.8408753674711794	0.00793203924494306	6.2116138996327
K562	E2F8	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.4324081146526825	200	4275	0.8288906350251836	0.7671147756824522	0.003761032361594009	6.8451210669691065
K562	ATF7	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5317983685018148	200	14201	0.9430040230077176	0.8971275450286412	0.01249366562970679	5.411610621644515
K562	ZNF592	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.3993510940229924	200	14024	0.6996107805801667	0.6300179686182292	0.01233794569333202	5.016483559609952
HepG2	TBP	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5202546842301854	200	3936	0.7657222824432159	0.7505525311564457	0.003462789093621993	7.231139718723865
A549	JUN	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.4766682630185053	200	8169	0.7101128917784064	0.6623782037165193	0.007186870961838938	6.051477979382299
K562	USF2	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5122975623296465	200	865	1.001156069364162	0.936021736801806	0.0007610042088371504	9.394861878909607
MCF-7	FOXM1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.236510087951528	200	1362	0.4826944843743875	0.4364658734800995	0.0011982517137990737	7.62482690708011
K562	MXI1	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.3670877031761002	200	2709	0.61654029122125	0.5433597835194016	0.0023833068228206245	7.267016283589105
MCF-7	MAX	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.5147720607559071	200	6215	0.7193154183190411	0.7203470737478179	0.00546779324615363	6.556831251911302
GM12878	E2F8	0.0	20210817_ENCODE_v1_roundRobin_allRandomRatios_binary_revcomp99	0.238226550778364	200	1413	0.4119108377635456	0.4310749545962542	0.0012431201700426515	7.582224637205383
K562	MYC	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6017841148869296	200	9900	0.9594294980755328	0.9098895579530354	0.008709759153165074	6.1104693893497535
HepG2	ELF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6280863579411036	200	4323	0.981882773530174	0.9775396843730684	0.003803261496882082	7.367581987807257
GM12878	ATF3	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2042675270861146	200	3662	0.4216647252033058	0.3595382741959642	0.003221731113019242	5.986479972118248
K562	ZNF143	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5927773790444064	200	7347	0.915485179642178	0.9031658154268988	0.006463697020030686	6.5189870091914575
GM23338	ETS1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3458274082973459	200	2540	0.6850521509372477	0.6381909547738693	0.002234625075660534	7.273875606002525
HepG2	ATF3	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1574144021336547	200	612	0.5085316439872852	0.3743565737900477	0.0005384214749229318	8.191615873432891
GM23338	POU5F1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2625195016527757	200	1597	0.6957178003951917	0.6401204668391789	0.001404998521980265	7.545712176516014
K562	SRF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4871227792107777	200	5837	0.904475873455046	0.8389207829827658	0.0051352388057600545	6.5677102707052155
K562	ATF3	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5066301333585039	200	15039	0.7495259169974587	0.7188187331479056	0.013230915949944399	5.2589480431614675
A549	GATA3	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4312716704208518	200	3347	0.8486115613111301	0.7953569156752529	0.002944602412691263	7.194380289472909
K562	YY1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7408672175630732	200	25002	0.9976276060556396	0.9924801650668856	0.02199610084317507	5.073895286678488
HepG2	NR2F2	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3366351263721547	200	2782	0.6931938426253538	0.6178222397279075	0.002447530299404569	7.103715193179585
HCT116	ZFX	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6550093131213728	200	3946	0.9566429325441798	0.9449638531474576	0.0034715868301403415	7.55977635316306
SK-N-SH	MEF2A	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.275656321865425	200	2077	0.585368240174321	0.5652991420182013	0.0018272898748609957	7.237021361954374
HepG2	TEAD4	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6576202737410953	200	13021	0.9774812337651012	0.9581250252930148	0.011455532720541658	5.843138321020985
WA09	ZNF143	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4353239460700493	200	7137	0.9223444074243302	0.808641030152086	0.006278944553145367	6.115423498584641
MCF-7	GABPA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5741135237023656	200	3442	0.9944748948900954	0.9250673298250116	0.003028180909615574	7.566740832217028
HEK293T	SP1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.0355038335565083	200	187	0.0667841040159379	0.0613874124872657	0.00016451767289311805	7.753588428886693
A549	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7717710612719398	200	9761	0.9959661367002736	0.9969898429450378	0.008587470615560028	6.4897958812730945
SK-N-SH	ELF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5587030564562387	200	2491	0.9765739505477594	0.91593472143976	0.002191516166720626	7.9940085809340795
K562	EGR1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.53783160866795	200	10335	0.9053287943575892	0.8913287130611297	0.009092460691713235	5.886339951807824
K562	USF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.61329756902529	200	15510	0.9961760719067368	0.9798295658063548	0.013645289339958615	5.490112340959663
A549	JUNB	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5467743161920086	200	5047	0.920091249942845	0.8954433412964479	0.004440217620810518	6.9441712794676205
K562	JUNB	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1871130731137552	200	1293	0.6467151112829768	0.4403755400956337	0.0011375473318224686	7.361839974131526
K562	NFYA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5845602463586266	200	2603	0.9777997210688892	0.9458338091196082	0.00229005081572613	7.995828298479292
HCT116	EGR1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4313177499781884	200	4365	0.746618175118558	0.7101787965786411	0.003840211990259146	6.811421324282971
Jurkat	RUNX1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5893099667684423	200	10265	0.9361058188025028	0.8883549596217908	0.009030876536084797	6.028016833549932
HepG2	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4001020904852196	200	2198	0.9911345043032942	0.9822861830888134	0.0019337424867330133	7.692828670076145
K562	GABPA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6403809484829565	200	10849	0.996376193159103	0.9872950442442918	0.009544664348756352	6.0680921135089685
HepG2	USF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6123506985567426	200	3219	0.9878077316909792	0.95550553838215	0.0028319913852564013	7.756397446507763
MCF-7	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7867368781259447	200	11696	0.9915534225343476	0.9924023552468068	0.010289832631860474	6.256589789678062
SK-N-SH	TEAD4	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6280171612720451	200	16547	0.9661402348929108	0.9500574263646544	0.01455761461691136	5.430958100167781
MCF-7	MYC	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1959341432922544	200	4696	0.6612050349328492	0.5353530880399099	0.004131417069016484	5.567588303444342
HCT116	TEAD4	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3015769253824547	200	1335	0.6348533941090121	0.5887155000637337	0.0011744978251995327	8.004338195445326
MV4-11	RUNX1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6370276862509006	200	11495	0.966371999566739	0.922190995138976	0.01011299812784167	5.977073404506866
K562	POU5F1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.009458998252403	200	448	0.0083249582579272	0.0075372678840195	0.0003941385960220155	4.584912466779403
HCT116	ELF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2791795720048017	200	897	0.6773008123426184	0.622724261860463	0.0007891569656958658	8.466665380707546
MCF-7	SP1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.0660061500972545	200	328	0.2355789823882893	0.2076733274850437	0.00028856575780183275	7.837556528189754
HeLa	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7023547162649855	200	18213	0.997834410281416	0.9972906509001044	0.016023317520868233	5.453955047153735
GM12878	ELF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7006905842025173	200	9037	0.995640072864634	0.9891018197721084	0.007950514491631594	6.461585476645451
GM12878	ETS1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4038925142440165	200	2291	0.7171377835644811	0.680741087612786	0.002015561436353655	7.646645838445307
SK-N-SH	GABPA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5825239609161361	200	2920	1.0001712328767125	0.9545608183481326	0.002568939063357779	7.825000913905651
HCT116	SP1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3674816597339463	200	8464	0.6609530811827772	0.6253067336955758	0.00744640418913022	5.6249845120557875
GM12878	YY1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5736801224229775	200	7994	0.990136212581272	0.9557962197473968	0.007032910572767838	6.34998084757122
K562	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.744347695337785	200	12140	0.9967623626002649	0.9959426567099684	0.010680452133275151	6.122932055310038
GM12878	EGR1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1850375733819458	200	629	0.4772669434847744	0.3485917758010274	0.0005533776270041244	8.385338218967778
GM12878	ZNF143	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6045989667103392	200	8105	0.9644300373323744	0.926830630904972	0.007130565448121507	6.405818217339741
SK-N-SH	GATA3	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5140492647924857	200	16429	0.94594363175734	0.9022252583318686	0.014453801325994848	5.15238575503088
HCT116	ATF3	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.0930749523345413	200	745	0.1970226316273718	0.1770053687550745	0.0006554313706169677	7.14980443642283
MCF-7	JUND	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3791946631566059	200	2371	0.8490999874077962	0.7596474738870511	0.0020859433285004433	7.50609488660189
GM12878	MYC	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4636080586037751	200	2359	0.7854014341202209	0.741482149212378	0.0020753860446784253	7.803382115186824
HCT116	USF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.378488004754346	200	1874	0.8035468740409681	0.8105609472287792	0.00164869582353852	7.842778515022636
SK-N-SH	YY1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4766629006762597	200	3245	0.8908476028926153	0.8572749575007971	0.0028548655002041076	7.383402754382068
HEK293T	ZFX	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4488171461804806	200	9105	0.94397054444586	0.901137518078598	0.008010339099956363	5.808120664889577
MCF-7	GATA3	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5354255640118389	200	11260	0.9353649160944832	0.8909486517035362	0.009906251319660478	5.756202989863376
HepG2	ZEB1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1626514872006521	200	1522	0.5101007402643806	0.4181702389647665	0.0013390154980926507	6.9244675446037345
LoVo	JUND	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5772551392738814	200	13463	0.9361458766827674	0.8879696933077023	0.011844392674652666	5.6069329814009174
WA09	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7110871937379618	200	19584	0.9979888191592936	0.9990056171892946	0.017229487197533817	5.367074806138288
K562	ELF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5088615930540189	200	4713	0.9752379393809006	0.9292324252023272	0.004146373221097676	6.939279514665025
GM12878	JUNB	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4836571662663013	200	7900	0.9146075364691438	0.8524246371671759	0.006950211849495362	6.120784011683793
K562	SP1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.559000454146969	200	3594	0.8951245348798578	0.8392775629396634	0.0031619065046944723	7.465910936057556
GM12878	RXRA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2953313364948801	200	4388	0.4989230056128415	0.468537885218709	0.003860446784251348	6.2574228075375835
MCF-7	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4736405120566383	200	1691	1.0002956830277945	0.9886643358656796	0.0014876972452527414	8.314567714779491
K562	JUND	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5338937189346413	200	11879	0.9458133335365392	0.8728949335184436	0.010450831210146254	5.674862979134122
HEK293	SP1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.649123264108603	200	4207	0.9502259616929652	0.9334443211149224	0.003701207753269239	7.454352533895498
MCF-7	NR2F2	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6435109632751733	200	19729	0.9445215438328102	0.9117198209892368	0.017357054377049874	5.212370689909316
HCT116	SRF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2168416137056428	200	2805	0.5323669259726224	0.4382625462086358	0.002467765093396771	6.457292767333743
MCF-7	EGR1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3658309778405028	200	1403	0.6931445397365312	0.6079750316719434	0.0012343224335243028	8.211314125603977
HepG2	JUND	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3500121450812977	200	6206	0.8985940980943811	0.7238228467174919	0.005459875283287116	6.002393175927745
GM12878	SP1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4978442822484973	200	3463	0.8094191561703338	0.7352756135019864	0.003046656156304106	7.352324063068387
MCF-7	TEAD4	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2780499408775991	200	1733	0.5762764819069823	0.4972126184476154	0.0015246477386298054	7.5107242656332875
HCT116	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6144022486855784	200	624	0.9150179110105582	0.875700557511737	0.0005489787587449501	10.128217451822144
LoVo	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6688174701584388	200	8662	0.984183791063986	0.97971756603801	0.007620599372193522	6.455564249846006
HepG2	SP1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.0447352401338578	200	149	0.0695228569130314	0.0628059790775387	0.00013108627412339354	8.414751319695364
GM12878	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5363661711783996	200	847	1.000590318772137	0.9888186921895418	0.000745168283104123	9.491436263860384
SK-N-SH	RXRA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1762098812311735	200	2526	0.420049964648591	0.3347092194347758	0.002222308244534846	6.309092078423772
GM12878	SRF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3613766571441194	200	4451	0.8885362174756378	0.7421798778006417	0.003915872524316944	6.528025708363158
HepG2	GABPA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5793533917695806	200	1656	0.9113862640311916	0.933524138808038	0.0014569051674385215	8.635392843243158
HeLa	YY1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2798820235639324	200	2727	0.985792284861702	0.9316777224543428	0.002399142748553652	6.866156017074412
GM12878	GABPA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4290430826743738	200	2809	0.9861894879121952	0.946114326890404	0.0024712841880041104	7.439717789562663
Panc1	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6108041133423636	200	16844	0.990628699989956	0.9802501556576562	0.014818907391506313	5.365198791963965
K562	NR2F2	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3535406977425595	200	5571	0.7221426825753009	0.6604142931639079	0.004901219014371982	6.17259187380462
K562	TEAD4	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.496178012707206	200	9122	0.8772073870569503	0.8335497718358679	0.008025295252037556	5.95015952560299
Jurkat	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4233580695447464	200	9124	0.919567496826098	0.7653395092224373	0.008027054799341226	5.720863831353188
K562	ETS1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4624549571615439	200	4577	0.6868220248857063	0.647407570925725	0.004026724004448135	6.843562452644362
GM23338	JUNB	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.0150807421765833	200	188	0.0192309941635814	0.0153635251958421	0.0001653974465449529	6.510626658321251
LoVo	EGR1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1068973264342802	200	666	0.2896046547245895	0.267092272503959	0.000585929252122014	7.5112835781916205
Panc1	ETS1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4071515209510856	200	1356	0.7159472420897147	0.654093269921241	0.0011929730718880647	8.414860502929486
SK-N-SH	USF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.511131135643346	200	1356	1.0003687315634218	0.9857648240776368	0.0011929730718880647	8.742988187316016
Jurkat	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7871577076750025	200	18235	1.0000274213008664	1.0000274213008664	0.016042672541208596	5.616666304985684
SK-N-SH	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3822317633311918	200	2788	0.9723965666487188	0.9398332185148648	0.0024528089413155783	7.2838689993164065
MCF-7	ZFX	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4911468329331066	200	2555	0.9073204124261188	0.8071200031054219	0.0022478216804380567	7.77148299477139
HeLa	MYC	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.409526543405588	200	7257	0.8399650744186814	0.7723830248528859	0.0063845173913655495	6.003235582687219
HepG2	RXRA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2583704301799335	200	2371	0.6593570736011725	0.5043436682673863	0.0020859433285004433	6.952597193737238
GM12878	NFYA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4554119752656732	200	174	0.5014621365787695	0.6446892294593445	0.00015308061541926494	11.53866490686332
GM12878	JUND	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2194789219587022	200	1476	0.5482227001098093	0.4659088883882156	0.0012985459101082474	7.401041563031236
GM23338	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.456108214108885	200	1283	0.9852322781141954	0.970302776355613	0.00112874959530412	8.658506871426637
